topic_i,topic_j,label_i,label_j,cosine_raw,cosine_centered,cosine_ctfidf,keyword_jaccard
43,82,National Joint Replacement Registry Studies,Bibliometric Analysis of Joint Arthroplasty Literature,0.9907559156417847,-0.1027560606598854,0.1453034778213671,0.02564102564102564
57,76,Ceramic Components and Periprosthetic Osteolysis,Blood Loss and Transfusion Management (Hgb),0.9888984560966492,-0.4902164340019226,0.14489007426853423,0.05263157894736842
17,53,Metal Ion Release and Cobalt-Chromium Toxicity,Spinopelvic Parameters and Cup Positioning in THA,0.9959730505943298,0.1495177149772644,0.14487777247477474,0.08108108108108109
43,80,National Joint Replacement Registry Studies,"Opioid Use, Prescription Patterns, and Stewardship (Efficacy Safety)",0.9897695779800415,-0.20648790895938873,0.14486818925891426,0.05263157894736842
11,49,Aspirin vs Anticoagulant VTE Prophylaxis,Polyethylene Wear and Osteolysis,0.9918040633201599,-0.32594871520996094,0.14483400561003118,0.08108108108108109
2,38,Primary Total Hip Arthroplasty Technique and Outcomes,Implant Biofilm and Infection Biology,0.9937617778778076,0.1574716866016388,0.1447743787875834,0.02564102564102564
57,71,Ceramic Components and Periprosthetic Osteolysis,Vancomycin Prophylaxis and Acute Kidney Injury Risk,0.9781478643417358,-0.5609263181686401,0.1446755772750769,0.05263157894736842
11,82,Aspirin vs Anticoagulant VTE Prophylaxis,Bibliometric Analysis of Joint Arthroplasty Literature,0.9921331405639648,-0.058929070830345154,0.1446690274747843,0.02564102564102564
25,52,Implant Survival Analysis and Competing Risk Methods,Operating Room Air Contamination and Infection Prevention,0.9827604293823242,-0.6726540327072144,0.14464329806860496,0.02564102564102564
24,47,Biomechanical Testing and Implant Stability,Ambulatory Surgery Center and Outpatient TJA,0.9905047416687012,-0.5110840201377869,0.14461365010992777,0.02564102564102564
74,82,Postoperative Rehabilitation and Physical Therapy,Bibliometric Analysis of Joint Arthroplasty Literature,0.9939243793487549,0.15898413956165314,0.14461286134242501,0.02564102564102564
18,23,Polyethylene Liner Performance,Value-Based Care and Alternative Payment Models,0.9869831204414368,0.37609192728996277,0.14460159370224335,0.02564102564102564
32,75,Cost-Effectiveness of Joint Arthroplasty,Lower Extremity Alignment and Deformity Correction,0.9921362400054932,-0.21461635828018188,0.14459854066787214,0.1111111111111111
5,69,Periprosthetic Joint Infection Diagnosis and Treatment (Odds),Neurovascular Anatomy and Complication Avoidance,0.9746984839439392,-0.5499659776687622,0.14425129460563182,0.02564102564102564
49,62,Polyethylene Wear and Osteolysis,Same-Day Discharge Protocols in Joint Arthroplasty,0.9889644980430603,-0.4099440276622772,0.14390519410152447,0.05263157894736842
9,34,Periprosthetic Joint Infection Diagnosis and Treatment (Synovial),"Opioid Use, Prescription Patterns, and Stewardship",0.9955363273620605,0.056698139756917953,0.1437861082472193,0.02564102564102564
18,41,Polyethylene Liner Performance,Online Research Quality and Surgical Training Surveys,0.9880511164665222,0.10208946466445923,0.1436579881855445,0.1111111111111111
53,64,Spinopelvic Parameters and Cup Positioning in THA,Relative Value Units and Surgical Work in TJA,0.990006685256958,-0.03048202022910118,0.14301150587836217,0.05263157894736842
14,52,THA Survivorship and Long-Term Aseptic Loosening,Operating Room Air Contamination and Infection Prevention,0.9945681095123291,0.23745432496070862,0.1429368367324102,0.02564102564102564
33,65,Osteolysis and Implant Loosening,Medicare Reimbursement and Bundled Payments (Cms),0.9767855405807495,-0.40297961235046387,0.14275992298895232,0.08108108108108109
2,73,Primary Total Hip Arthroplasty Technique and Outcomes,Authorship Trends and Publication Patterns in Arthroplasty,0.9896438121795654,-0.22464114427566528,0.1425356414144086,0.02564102564102564
51,61,Soft Tissue Balancing and Ligament Release in TKA,Clinical Trial Quality and Fragility Index in Arthroplasty,0.9929481744766235,0.22606945037841797,0.14246217703635172,0.02564102564102564
23,56,Value-Based Care and Alternative Payment Models,Tibial Mechanical Axis and Varus-Valgus Alignment,0.9893361926078796,0.4172283411026001,0.14239375088242648,0.05263157894736842
21,52,Adverse Local Tissue Reactions and Implant Corrosion,Operating Room Air Contamination and Infection Prevention,0.9931880235671997,0.2943561375141144,0.1422493465567132,0.02564102564102564
50,52,Minimally Invasive Surgical Approaches in TJA,Operating Room Air Contamination and Infection Prevention,0.9926362037658691,-0.04723230376839638,0.14205758376979408,0.02564102564102564
33,78,Osteolysis and Implant Loosening,Preoperative Opioid Use and Outcomes,0.9857861399650574,-0.06529917567968369,0.14196161430591414,0.08108108108108109
35,82,Registry-Based Revision Risk and Implant Survivorship,Bibliometric Analysis of Joint Arthroplasty Literature,0.9912483096122742,-0.18889117240905762,0.1415286206116447,0.02564102564102564
52,68,Operating Room Air Contamination and Infection Prevention,Arthroplasty Volume Trends and Future Projections,0.991098165512085,-0.23758694529533386,0.1415234805740364,0.02564102564102564
64,73,Relative Value Units and Surgical Work in TJA,Authorship Trends and Publication Patterns in Arthroplasty,0.9912962913513184,0.27805477380752563,0.14139570759692516,0.05263157894736842
11,72,Aspirin vs Anticoagulant VTE Prophylaxis,Deep Learning and Computer Vision in Arthroplasty,0.9846063256263733,-0.45053762197494507,0.14130153364122758,0.02564102564102564
0,52,Tranexamic Acid and Perioperative Blood Management,Operating Room Air Contamination and Infection Prevention,0.9917837381362915,-0.054743025451898575,0.14120452008605267,0.02564102564102564
52,60,Operating Room Air Contamination and Infection Prevention,Bariatric Surgery Prior to Joint Arthroplasty,0.9881706237792969,-0.47646433115005493,0.14073019362229153,0.02564102564102564
51,78,Soft Tissue Balancing and Ligament Release in TKA,Preoperative Opioid Use and Outcomes,0.9828760623931885,-0.512565016746521,0.14069074303101156,0.1111111111111111
58,69,Patient Satisfaction After Joint Arthroplasty,Neurovascular Anatomy and Complication Avoidance,0.9895753264427185,-0.13551576435565948,0.14063700373860327,0.02564102564102564
53,66,Spinopelvic Parameters and Cup Positioning in THA,Blood Loss and Transfusion Management,0.9933151602745056,-0.21080686151981354,0.14056132988110207,0.02564102564102564
18,66,Polyethylene Liner Performance,Blood Loss and Transfusion Management,0.9880950450897217,-0.13049408793449402,0.14055047304449161,0.05263157894736842
16,47,Implant Retrieval and Corrosion Analysis,Ambulatory Surgery Center and Outpatient TJA,0.9902383685112,-0.3989092707633972,0.14040402249949338,0.02564102564102564
8,23,"Knee Kinematics, Gap Balancing, and ROM",Value-Based Care and Alternative Payment Models,0.9884603023529053,0.38837119936943054,0.14018880967148278,0.02564102564102564
63,82,Knee Flexion and Range of Motion After TKA,Bibliometric Analysis of Joint Arthroplasty Literature,0.9920113682746887,-0.22772367298603058,0.13995701839027236,0.02564102564102564
8,17,"Knee Kinematics, Gap Balancing, and ROM",Metal Ion Release and Cobalt-Chromium Toxicity,0.9941233396530151,0.21174469590187073,0.13995419291210745,0.02564102564102564
18,61,Polyethylene Liner Performance,Clinical Trial Quality and Fragility Index in Arthroplasty,0.9893381595611572,0.22503045201301575,0.13948096307856012,0.02564102564102564
62,73,Same-Day Discharge Protocols in Joint Arthroplasty,Authorship Trends and Publication Patterns in Arthroplasty,0.9900293350219727,-0.04460351914167404,0.13940920588642963,0.02564102564102564
12,82,Ceramic-on-Ceramic Bearings and Fracture,Bibliometric Analysis of Joint Arthroplasty Literature,0.9847846031188965,-0.42164984345436096,0.13937782065043922,0.02564102564102564
11,52,Aspirin vs Anticoagulant VTE Prophylaxis,Operating Room Air Contamination and Infection Prevention,0.9913434982299805,-0.2031858116388321,0.13934556982827687,0.02564102564102564
59,80,Extended Trochanteric Osteotomy and Periprosthetic Fracture,"Opioid Use, Prescription Patterns, and Stewardship (Efficacy Safety)",0.9875228404998779,0.050063565373420715,0.13931367723953644,0.02564102564102564
75,80,Lower Extremity Alignment and Deformity Correction,"Opioid Use, Prescription Patterns, and Stewardship (Efficacy Safety)",0.9907834529876709,-0.09743514657020569,0.13923612464713986,0.08108108108108109
23,59,Value-Based Care and Alternative Payment Models,Extended Trochanteric Osteotomy and Periprosthetic Fracture,0.9666526317596436,-0.5989145040512085,0.13921500079742197,0.05263157894736842
24,54,Biomechanical Testing and Implant Stability,Morbid Obesity and Joint Arthroplasty Complications,0.985618531703949,-0.5184124708175659,0.13897483992942095,0.0
0,72,Tranexamic Acid and Perioperative Blood Management,Deep Learning and Computer Vision in Arthroplasty,0.9835807085037231,-0.4540886878967285,0.13889719060049052,0.02564102564102564
11,38,Aspirin vs Anticoagulant VTE Prophylaxis,Implant Biofilm and Infection Biology,0.9928796291351318,-0.04813147336244583,0.13884442042346698,0.0
65,73,Medicare Reimbursement and Bundled Payments (Cms),Authorship Trends and Publication Patterns in Arthroplasty,0.9873591065406799,0.29077059030532837,0.13878808754619654,0.02564102564102564
52,54,Operating Room Air Contamination and Infection Prevention,Morbid Obesity and Joint Arthroplasty Complications,0.9852683544158936,-0.5279032588005066,0.13868356055091213,0.02564102564102564
57,74,Ceramic Components and Periprosthetic Osteolysis,Postoperative Rehabilitation and Physical Therapy,0.9912487268447876,-0.17867909371852875,0.13858627709510296,0.05263157894736842
64,78,Relative Value Units and Surgical Work in TJA,Preoperative Opioid Use and Outcomes,0.9763882160186768,-0.5299723148345947,0.1385574157970538,0.08108108108108109
18,76,Polyethylene Liner Performance,Blood Loss and Transfusion Management (Hgb),0.9852342009544373,-0.4552408456802368,0.1382274846758533,0.05263157894736842
27,49,Medicare Reimbursement and Bundled Payments (Costs),Polyethylene Wear and Osteolysis,0.9919681549072266,-0.35071247816085815,0.13809159152106504,0.08108108108108109
13,52,Case Reports of Unusual Arthroplasty Complications,Operating Room Air Contamination and Infection Prevention,0.986945390701294,-0.16356690227985382,0.1380741804149267,0.02564102564102564
8,65,"Knee Kinematics, Gap Balancing, and ROM",Medicare Reimbursement and Bundled Payments (Cms),0.9890574216842651,0.4055141806602478,0.13793072782148968,0.05263157894736842
8,61,"Knee Kinematics, Gap Balancing, and ROM",Clinical Trial Quality and Fragility Index in Arthroplasty,0.9923999905586243,0.31274843215942383,0.13783336781480007,0.02564102564102564
9,66,Periprosthetic Joint Infection Diagnosis and Treatment (Synovial),Blood Loss and Transfusion Management,0.9951780438423157,0.11962814629077911,0.13774886128961122,0.02564102564102564
30,52,Unicompartmental Knee Arthroplasty Functional Outcomes,Operating Room Air Contamination and Infection Prevention,0.9872596859931946,-0.5931702852249146,0.13767587259082525,0.02564102564102564
17,64,Metal Ion Release and Cobalt-Chromium Toxicity,Relative Value Units and Surgical Work in TJA,0.9912073612213135,0.01758858561515808,0.13757820810630403,0.08108108108108109
37,78,Femoral Head Collapse and Osteonecrosis,Preoperative Opioid Use and Outcomes,0.9865204691886902,-0.3444448709487915,0.13702897569327066,0.08108108108108109
56,78,Tibial Mechanical Axis and Varus-Valgus Alignment,Preoperative Opioid Use and Outcomes,0.9799347519874573,-0.6360613107681274,0.13700196481142363,0.1111111111111111
17,24,Metal Ion Release and Cobalt-Chromium Toxicity,Biomechanical Testing and Implant Stability,0.9954630136489868,0.28419727087020874,0.13675686884197413,0.0
23,33,Value-Based Care and Alternative Payment Models,Osteolysis and Implant Loosening,0.9773299098014832,-0.3333491384983063,0.13651913616896158,0.05263157894736842
41,76,Online Research Quality and Surgical Training Surveys,Blood Loss and Transfusion Management (Hgb),0.9903302192687988,-0.22268404066562653,0.13646509152954706,0.05263157894736842
16,54,Implant Retrieval and Corrosion Analysis,Morbid Obesity and Joint Arthroplasty Complications,0.9829670190811157,-0.6648641228675842,0.1364529933292458,0.02564102564102564
52,67,Operating Room Air Contamination and Infection Prevention,Cardiac Complications and Medical Comorbidities After TJA,0.9868485927581787,-0.4513629078865051,0.13613966749043663,0.02564102564102564
43,69,National Joint Replacement Registry Studies,Neurovascular Anatomy and Complication Avoidance,0.9886232614517212,-0.02699010632932186,0.1361172669068919,0.02564102564102564
77,82,Bilateral Total Knee Arthroplasty and Simultaneous Staging,Bibliometric Analysis of Joint Arthroplasty Literature,0.9944127202033997,0.13007239997386932,0.1359996363167413,0.02564102564102564
24,67,Biomechanical Testing and Implant Stability,Cardiac Complications and Medical Comorbidities After TJA,0.9857938289642334,-0.5973206758499146,0.13591575163570108,0.02564102564102564
57,66,Ceramic Components and Periprosthetic Osteolysis,Blood Loss and Transfusion Management,0.9912188053131104,-0.15250161290168762,0.13568448206465925,0.05263157894736842
16,22,Implant Retrieval and Corrosion Analysis,AAHKS Member Survey Studies,0.9917774200439453,-0.02505243942141533,0.13549978188720987,0.02564102564102564
61,72,Clinical Trial Quality and Fragility Index in Arthroplasty,Deep Learning and Computer Vision in Arthroplasty,0.9961084723472595,0.7324872016906738,0.13548794653044524,0.02564102564102564
32,38,Cost-Effectiveness of Joint Arthroplasty,Implant Biofilm and Infection Biology,0.9938133955001831,0.08191987872123718,0.13542706537887317,0.0
61,65,Clinical Trial Quality and Fragility Index in Arthroplasty,Medicare Reimbursement and Bundled Payments (Cms),0.9939045906066895,0.7063975930213928,0.13504230858452132,0.02564102564102564
63,73,Knee Flexion and Range of Motion After TKA,Authorship Trends and Publication Patterns in Arthroplasty,0.9920482039451599,-0.14300698041915894,0.13500928955907843,0.05263157894736842
44,73,30-Day Readmission and Postoperative Complications,Authorship Trends and Publication Patterns in Arthroplasty,0.991470456123352,-0.0008413307368755341,0.13498572692452612,0.02564102564102564
51,73,Soft Tissue Balancing and Ligament Release in TKA,Authorship Trends and Publication Patterns in Arthroplasty,0.9913958311080933,-0.041169021278619766,0.13489502427608763,0.05263157894736842
4,69,KOOS and Knee-Specific PROMs,Neurovascular Anatomy and Complication Avoidance,0.9904431104660034,-0.02679312601685524,0.1347039275486627,0.02564102564102564
26,60,Femoral Head Taper Corrosion and Modular Junction Failure,Bariatric Surgery Prior to Joint Arthroplasty,0.9771789312362671,-0.7505648136138916,0.1346875226267478,0.02564102564102564
41,71,Online Research Quality and Surgical Training Surveys,Vancomycin Prophylaxis and Acute Kidney Injury Risk,0.9764725565910339,-0.6250786781311035,0.13464004442416982,0.05263157894736842
15,24,Medicare Reimbursement and Bundled Payments,Biomechanical Testing and Implant Stability,0.9906833171844482,-0.13424423336982727,0.13434980030313529,0.0
49,77,Polyethylene Wear and Osteolysis,Bilateral Total Knee Arthroplasty and Simultaneous Staging,0.993297278881073,-0.3401791751384735,0.13391477039391222,0.08108108108108109
22,26,AAHKS Member Survey Studies,Femoral Head Taper Corrosion and Modular Junction Failure,0.9871675968170166,0.029401179403066635,0.13381253740473548,0.02564102564102564
72,77,Deep Learning and Computer Vision in Arthroplasty,Bilateral Total Knee Arthroplasty and Simultaneous Staging,0.9914537668228149,0.18253877758979797,0.13370932122861723,0.02564102564102564
33,80,Osteolysis and Implant Loosening,"Opioid Use, Prescription Patterns, and Stewardship (Efficacy Safety)",0.9882188439369202,-0.2316492348909378,0.1336479762762752,0.05263157894736842
36,52,Periprosthetic Fracture Treatment and Fixation,Operating Room Air Contamination and Infection Prevention,0.993148684501648,-0.2850843071937561,0.13353476138380507,0.02564102564102564
13,38,Case Reports of Unusual Arthroplasty Complications,Implant Biofilm and Infection Biology,0.9902377128601074,0.10275127738714218,0.1335319760237875,0.0
36,73,Periprosthetic Fracture Treatment and Fixation,Authorship Trends and Publication Patterns in Arthroplasty,0.9924546480178833,-0.27356863021850586,0.13329513887425815,0.02564102564102564
26,72,Femoral Head Taper Corrosion and Modular Junction Failure,Deep Learning and Computer Vision in Arthroplasty,0.9931471347808838,0.6280115246772766,0.13315684522451163,0.0
41,66,Online Research Quality and Surgical Training Surveys,Blood Loss and Transfusion Management,0.9923783540725708,0.06129985302686691,0.13305447694530756,0.05263157894736842
50,73,Minimally Invasive Surgical Approaches in TJA,Authorship Trends and Publication Patterns in Arthroplasty,0.9903531670570374,-0.265939325094223,0.13299233003061978,0.05263157894736842
9,51,Periprosthetic Joint Infection Diagnosis and Treatment (Synovial),Soft Tissue Balancing and Ligament Release in TKA,0.992767333984375,-0.21416747570037842,0.13298719426475356,0.02564102564102564
43,78,National Joint Replacement Registry Studies,Preoperative Opioid Use and Outcomes,0.985398530960083,-0.20285442471504211,0.13296685625294527,0.08108108108108109
53,69,Spinopelvic Parameters and Cup Positioning in THA,Neurovascular Anatomy and Complication Avoidance,0.9930145740509033,0.34241196513175964,0.13292269365218606,0.02564102564102564
17,74,Metal Ion Release and Cobalt-Chromium Toxicity,Postoperative Rehabilitation and Physical Therapy,0.9946259260177612,-0.18687200546264648,0.13288004184698093,0.05263157894736842
6,26,Observational Study Design and Statistical Methods,Femoral Head Taper Corrosion and Modular Junction Failure,0.9780808687210083,-0.596056342124939,0.13280888794824866,0.02564102564102564
17,56,Metal Ion Release and Cobalt-Chromium Toxicity,Tibial Mechanical Axis and Varus-Valgus Alignment,0.9945529699325562,0.10425184667110443,0.13275202056204155,0.05263157894736842
59,65,Extended Trochanteric Osteotomy and Periprosthetic Fracture,Medicare Reimbursement and Bundled Payments (Cms),0.9649925231933594,-0.7142043709754944,0.13259527320750006,0.05263157894736842
3,16,Periprosthetic Joint Infection Diagnosis and Treatment,Implant Retrieval and Corrosion Analysis,0.9912655353546143,-0.36852651834487915,0.1325460999493484,0.0
0,38,Tranexamic Acid and Perioperative Blood Management,Implant Biofilm and Infection Biology,0.9936606287956238,0.14007209241390228,0.13244822083314522,0.0
6,69,Observational Study Design and Statistical Methods,Neurovascular Anatomy and Complication Avoidance,0.984044075012207,-0.41064193844795227,0.132390465972798,0.02564102564102564
16,40,Implant Retrieval and Corrosion Analysis,KOOS and Knee-Specific PROMs (Expectations),0.9860727190971375,-0.5865070223808289,0.13237266973949746,0.02564102564102564
16,67,Implant Retrieval and Corrosion Analysis,Cardiac Complications and Medical Comorbidities After TJA,0.9837626218795776,-0.6846742630004883,0.13229564387380743,0.02564102564102564
26,79,Femoral Head Taper Corrosion and Modular Junction Failure,KOOS Outcomes After Simultaneous Bilateral TKA,0.9933263063430786,0.581642210483551,0.13221978405439258,0.0
23,78,Value-Based Care and Alternative Payment Models,Preoperative Opioid Use and Outcomes,0.9680900573730469,-0.5232067704200745,0.1320851447618161,0.05263157894736842
43,73,National Joint Replacement Registry Studies,Authorship Trends and Publication Patterns in Arthroplasty,0.9913830161094666,0.02395172044634819,0.1320703974086729,0.02564102564102564
56,82,Tibial Mechanical Axis and Varus-Valgus Alignment,Bibliometric Analysis of Joint Arthroplasty Literature,0.9912511110305786,-0.009185336530208588,0.1320688050483553,0.02564102564102564
15,49,Medicare Reimbursement and Bundled Payments,Polyethylene Wear and Osteolysis,0.9917512536048889,-0.12389593571424484,0.13204022181054148,0.08108108108108109
26,68,Femoral Head Taper Corrosion and Modular Junction Failure,Arthroplasty Volume Trends and Future Projections,0.9832803606987,-0.3541814088821411,0.13196165221875422,0.0
70,73,Femoral Stem Survival and Aseptic Loosening,Authorship Trends and Publication Patterns in Arthroplasty,0.9903746843338013,-0.2215830385684967,0.13176208588127405,0.02564102564102564
18,80,Polyethylene Liner Performance,"Opioid Use, Prescription Patterns, and Stewardship (Efficacy Safety)",0.9825403690338135,-0.3959085941314697,0.13164545622187146,0.08108108108108109
34,82,"Opioid Use, Prescription Patterns, and Stewardship",Bibliometric Analysis of Joint Arthroplasty Literature,0.9945513010025024,0.189848855137825,0.13163738009315532,0.02564102564102564
20,52,Depression and Mental Health in Arthroplasty,Operating Room Air Contamination and Infection Prevention,0.9818568229675293,-0.5826656222343445,0.13144740525273782,0.02564102564102564
4,52,KOOS and Knee-Specific PROMs,Operating Room Air Contamination and Infection Prevention,0.9940477609634399,0.07879480719566345,0.13134962946196999,0.02564102564102564
0,16,Tranexamic Acid and Perioperative Blood Management,Implant Retrieval and Corrosion Analysis,0.9875235557556152,-0.49906933307647705,0.13109205246316022,0.02564102564102564
26,58,Femoral Head Taper Corrosion and Modular Junction Failure,Patient Satisfaction After Joint Arthroplasty,0.986338198184967,-0.16542492806911469,0.13103971790043328,0.02564102564102564
37,82,Femoral Head Collapse and Osteonecrosis,Bibliometric Analysis of Joint Arthroplasty Literature,0.9927120208740234,-0.09970267862081528,0.13102700219151012,0.02564102564102564
34,72,"Opioid Use, Prescription Patterns, and Stewardship",Deep Learning and Computer Vision in Arthroplasty,0.9915701150894165,0.218463733792305,0.13056756816199339,0.02564102564102564
15,52,Medicare Reimbursement and Bundled Payments,Operating Room Air Contamination and Infection Prevention,0.9945156574249268,0.3457731008529663,0.13046450579387017,0.02564102564102564
1,73,Acetabular Cup Orientation and Component Positioning,Authorship Trends and Publication Patterns in Arthroplasty,0.9917272329330444,-0.005005103535950184,0.12987453812139466,0.05263157894736842
31,52,Hip-Spine Syndrome and Lumbar Fusion After THA,Operating Room Air Contamination and Infection Prevention,0.9929048418998718,-0.41733428835868835,0.12965428275830082,0.02564102564102564
32,49,Cost-Effectiveness of Joint Arthroplasty,Polyethylene Wear and Osteolysis,0.9932817220687866,-0.098746657371521,0.12964005332718853,0.05263157894736842
52,62,Operating Room Air Contamination and Infection Prevention,Same-Day Discharge Protocols in Joint Arthroplasty,0.9875547885894775,-0.4001765251159668,0.12958646016148934,0.02564102564102564
57,72,Ceramic Components and Periprosthetic Osteolysis,Deep Learning and Computer Vision in Arthroplasty,0.9897381067276001,0.22362397611141205,0.12927958123974737,0.0
24,27,Biomechanical Testing and Implant Stability,Medicare Reimbursement and Bundled Payments (Costs),0.9900879263877869,-0.46463924646377563,0.12927487097947368,0.0
11,24,Aspirin vs Anticoagulant VTE Prophylaxis,Biomechanical Testing and Implant Stability,0.9898154735565186,-0.4515438675880432,0.12917295370863363,0.0
32,52,Cost-Effectiveness of Joint Arthroplasty,Operating Room Air Contamination and Infection Prevention,0.9933738708496094,0.07584457844495773,0.12910730053729821,0.02564102564102564
8,73,"Knee Kinematics, Gap Balancing, and ROM",Authorship Trends and Publication Patterns in Arthroplasty,0.9892209768295288,-0.04465511441230774,0.12906544074387766,0.05263157894736842
60,69,Bariatric Surgery Prior to Joint Arthroplasty,Neurovascular Anatomy and Complication Avoidance,0.9836088418960571,-0.5278435945510864,0.12905002292863976,0.02564102564102564
26,47,Femoral Head Taper Corrosion and Modular Junction Failure,Ambulatory Surgery Center and Outpatient TJA,0.9841335415840149,-0.38446152210235596,0.12900770255065822,0.02564102564102564
22,49,AAHKS Member Survey Studies,Polyethylene Wear and Osteolysis,0.9920830130577087,-0.23502984642982483,0.12899204294394195,0.08108108108108109
51,82,Soft Tissue Balancing and Ligament Release in TKA,Bibliometric Analysis of Joint Arthroplasty Literature,0.9912745952606201,-0.11576759070158005,0.12868217688949507,0.02564102564102564
41,78,Online Research Quality and Surgical Training Surveys,Preoperative Opioid Use and Outcomes,0.9803398847579956,-0.4316266179084778,0.1286607923942475,0.05263157894736842
26,75,Femoral Head Taper Corrosion and Modular Junction Failure,Lower Extremity Alignment and Deformity Correction,0.9829273223876953,-0.26896482706069946,0.12865979164024566,0.0
3,26,Periprosthetic Joint Infection Diagnosis and Treatment,Femoral Head Taper Corrosion and Modular Junction Failure,0.9842460751533508,-0.48933500051498413,0.12856320757267975,0.0
24,64,Biomechanical Testing and Implant Stability,Relative Value Units and Surgical Work in TJA,0.9898950457572937,0.09874166548252106,0.12852148574015548,0.0
52,58,Operating Room Air Contamination and Infection Prevention,Patient Satisfaction After Joint Arthroplasty,0.9931197166442871,-0.07228565216064453,0.12850768600612086,0.02564102564102564
57,61,Ceramic Components and Periprosthetic Osteolysis,Clinical Trial Quality and Fragility Index in Arthroplasty,0.9907375574111938,0.13246244192123413,0.12844690638129672,0.0
7,38,Systematic Reviews and Meta-Analyses,Implant Biofilm and Infection Biology,0.9917575120925903,-0.15337960422039032,0.12840516909964364,0.0
35,73,Registry-Based Revision Risk and Implant Survivorship,Authorship Trends and Publication Patterns in Arthroplasty,0.9909723997116089,-0.15902411937713623,0.12803202904402905,0.02564102564102564
4,26,KOOS and Knee-Specific PROMs,Femoral Head Taper Corrosion and Modular Junction Failure,0.9880998730659485,0.025205006822943687,0.1280279828312828,0.02564102564102564
19,52,"Patellar Resurfacing, PCL Management, and Knee Design",Operating Room Air Contamination and Infection Prevention,0.9939942359924316,-0.04067549109458923,0.12790403287036148,0.02564102564102564
18,71,Polyethylene Liner Performance,Vancomycin Prophylaxis and Acute Kidney Injury Risk,0.9732590913772583,-0.548190712928772,0.12784001676460885,0.05263157894736842
18,74,Polyethylene Liner Performance,Postoperative Rehabilitation and Physical Therapy,0.9880478382110596,-0.1603105664253235,0.12767833930303124,0.08108108108108109
3,73,Periprosthetic Joint Infection Diagnosis and Treatment,Authorship Trends and Publication Patterns in Arthroplasty,0.9924175143241882,-0.15284501016139984,0.1276607520440217,0.05263157894736842
41,57,Online Research Quality and Surgical Training Surveys,Ceramic Components and Periprosthetic Osteolysis,0.99019855260849,0.043196242302656174,0.12755037327958774,0.05263157894736842
20,69,Depression and Mental Health in Arthroplasty,Neurovascular Anatomy and Complication Avoidance,0.9781917333602905,-0.5021123886108398,0.12752099558732752,0.0
16,64,Implant Retrieval and Corrosion Analysis,Relative Value Units and Surgical Work in TJA,0.9929783344268799,0.41658732295036316,0.1272753587689634,0.02564102564102564
20,26,Depression and Mental Health in Arthroplasty,Femoral Head Taper Corrosion and Modular Junction Failure,0.9692172408103943,-0.7901003956794739,0.12708207142984607,0.0
29,73,Machine Learning Prediction of Arthroplasty Outcomes,Authorship Trends and Publication Patterns in Arthroplasty,0.9936097860336304,0.20425139367580414,0.126848923101389,0.02564102564102564
12,73,Ceramic-on-Ceramic Bearings and Fracture,Authorship Trends and Publication Patterns in Arthroplasty,0.9854851961135864,-0.2998776435852051,0.12662177585621234,0.02564102564102564
9,56,Periprosthetic Joint Infection Diagnosis and Treatment (Synovial),Tibial Mechanical Axis and Varus-Valgus Alignment,0.9918332099914551,-0.20531412959098816,0.12656667610987535,0.02564102564102564
18,65,Polyethylene Liner Performance,Medicare Reimbursement and Bundled Payments (Cms),0.9858899116516113,0.304607093334198,0.12656070587413293,0.05263157894736842
41,75,Online Research Quality and Surgical Training Surveys,Lower Extremity Alignment and Deformity Correction,0.9872274994850159,-0.41884645819664,0.12615168144429656,0.05263157894736842
24,40,Biomechanical Testing and Implant Stability,KOOS and Knee-Specific PROMs (Expectations),0.9879423379898071,-0.49596184492111206,0.1260743970196023,0.0
15,16,Medicare Reimbursement and Bundled Payments,Implant Retrieval and Corrosion Analysis,0.9926739931106567,0.18301597237586975,0.12570881602446193,0.02564102564102564
16,29,Implant Retrieval and Corrosion Analysis,Machine Learning Prediction of Arthroplasty Outcomes,0.9926196932792664,0.06540530920028687,0.12565408315291238,0.02564102564102564
24,53,Biomechanical Testing and Implant Stability,Spinopelvic Parameters and Cup Positioning in THA,0.9954297542572021,0.35222938656806946,0.12553206008127926,0.0
44,52,30-Day Readmission and Postoperative Complications,Operating Room Air Contamination and Infection Prevention,0.989669680595398,-0.31525343656539917,0.1254812791860544,0.02564102564102564
9,57,Periprosthetic Joint Infection Diagnosis and Treatment (Synovial),Ceramic Components and Periprosthetic Osteolysis,0.9899514317512512,-0.3311362862586975,0.12546060401087175,0.02564102564102564
72,75,Deep Learning and Computer Vision in Arthroplasty,Lower Extremity Alignment and Deformity Correction,0.9841676354408264,-0.3567141890525818,0.12540623506485316,0.0
56,73,Tibial Mechanical Axis and Varus-Valgus Alignment,Authorship Trends and Publication Patterns in Arthroplasty,0.9908145070075989,-0.00859304890036583,0.12513963676729434,0.05263157894736842
27,69,Medicare Reimbursement and Bundled Payments (Costs),Neurovascular Anatomy and Complication Avoidance,0.9875085353851318,-0.2949894666671753,0.1251243503926657,0.02564102564102564
9,23,Periprosthetic Joint Infection Diagnosis and Treatment (Synovial),Value-Based Care and Alternative Payment Models,0.9834240674972534,-0.10820797085762024,0.125007567284922,0.05263157894736842
16,28,Implant Retrieval and Corrosion Analysis,Medicare Reimbursement and Bundled Payments (Proms),0.9910796284675598,-0.3098750412464142,0.12472624163222368,0.02564102564102564
