doc_id,pmid,year,journal,title,topic_id,topic_probability,clinical_label
7869,35691512,2022,The Journal of arthroplasty,Does an Ultra-Short Anatomic Cementless Femoral Stem Improve Long-Term (Up to 17 Years) Results in Patients Younger Than 30 Years?,-1,0.0234344926427219,
7870,35331612,2022,The Journal of arthroplasty,Increased Prevalence of Posterior Cruciate Ligament Dysfunction Noted With 3-Dimensional Intraoperative Kinematic Evaluation in Total Knee Arthroplasty.,51,0.0875640601219198,Soft Tissue Balancing and Ligament Release in TKA
7871,35346810,2022,The Journal of arthroplasty,The Use of Rifampin in Total Joint Arthroplasty: A Systematic Review and Meta-Analysis of Comparative Studies.,7,0.2271756930434141,Systematic Reviews and Meta-Analyses
7872,35318097,2022,The Journal of arthroplasty,Survivorship and Risk Factors for Re-Revision after Aseptic Revision Total Hip Arthroplasty in Patients Aged ≤55 Years.,10,0.0872826725668081,Aseptic Loosening of Hip and Knee Implants
7873,35247486,2022,The Journal of arthroplasty,Irrigation Solutions and Antibiotic Powders: Should I Use Them in Primary and Revision Total Joint Arthroplasty?,-1,0.0298258268047334,
7874,35358646,2022,The Journal of arthroplasty,Does Revision of an Acetabular Shell With Insertion of an Uncemented Constrained Liner Confer Benefit Over Cementing Into a Well-Ingrown Shell?,-1,0.0667706550129672,
7875,35688406,2022,The Journal of arthroplasty,New Evaluation and Management Code Level Selection Trends in Hip and Knee Osteoarthritis Patients.,15,1.0,Medicare Reimbursement and Bundled Payments
7876,35400544,2022,The Journal of arthroplasty,Decreasing Trend in Complications for Patients With Obesity and Metabolic Syndrome Undergoing Total Knee Arthroplasty From 2006 to 2017.,-1,0.08996774654301,
7877,35405262,2022,The Journal of arthroplasty,Routine Laboratory Tests are not Necessary After Primary Total Joint Arthroplasty: A Prospective Study Utilizing a Selective Algorithmic Approach.,-1,0.0391740288878718,
7878,35405263,2022,The Journal of arthroplasty,Presence of a Posterior Wall Sign in the Treatment of Femoroacetabular Impingement Syndrome: A Matched Comparative Cohort Analysis at Minimum 2-Year Follow-Up.,-1,0.0430613334368113,
7879,35405264,2022,The Journal of arthroplasty,Increased Patient-Level Payment After Removal of Total Knee Arthroplasty From the Inpatient-Only List.,27,0.3589148985775223,Medicare Reimbursement and Bundled Payments (Costs)
7880,35405265,2022,The Journal of arthroplasty,Is it Safe to Continue Clopidogrel in Elective Hip and Knee Arthroplasty?,-1,0.0935466535077129,
7881,35428540,2022,The Journal of arthroplasty,Intraoperative Technology Use Improves Accuracy of Functional Safe Zone Targeting in Total Hip Arthroplasty.,-1,0.0705405790999291,
7882,35429614,2022,The Journal of arthroplasty,Hip Resurfacing: A Single Surgeon U.S. Series With Minimum Ten-Year Follow-up.,-1,0.0891716822071476,
7883,35429615,2022,The Journal of arthroplasty,Efficacy and Durability of Opioid Restrictive State Legislation Two Years After Implementation for Total Knee Arthroplasty.,34,0.1364917574271617,"Opioid Use, Prescription Patterns, and Stewardship"
7884,35436528,2022,The Journal of arthroplasty,"The Paradox of Patient-Reported Outcome Measures: Should We Prioritize ""Feeling Better"" or ""Feeling Good"" After Total Knee Arthroplasty?",4,0.1188153518499169,KOOS and Knee-Specific PROMs
7885,35436529,2022,The Journal of arthroplasty,Comparison of Functional and Radiographic Outcomes Between Two Fixation Methods for Extended Trochanteric Osteotomy in Revision Total Hip Arthroplasty: A Retrospective Cohort Study.,-1,0.0918274187746104,
7886,35447275,2022,The Journal of arthroplasty,Total Joint Arthroplasty and Osteoporosis: Looking Beyond the Joint to Bone Health.,-1,0.0293698875320281,
7887,35537612,2022,The Journal of arthroplasty,Stay Short or Go Long in Revision Total Hip Arthroplasty With Paprosky Type II Femoral Defects: A Comparative Study With the Use of an Uncemented Distal Fixating Modular Stem and a Primary Monobloc Conical Stem With 5-Year Follow-Up.,-1,0.0194452569645065,
7888,35447276,2022,The Journal of arthroplasty,No Difference in Quality-Of-Life Outcomes in the First 7 Years Following Primary Total Knee Arthroplasty Performed Using Computer Navigation Versus Conventional Referencing: A Propensity Score-Matched Analysis.,4,1.0,KOOS and Knee-Specific PROMs
7889,35351553,2022,The Journal of arthroplasty,Liposomal Bupivacaine in Adductor Canal Blocks Before Total Knee Arthroplasty Leads to Improved Postoperative Outcomes: A Randomized Controlled Trial.,0,1.0,Tranexamic Acid and Perioperative Blood Management
7890,35452802,2022,The Journal of arthroplasty,Cemented Total Knee Arthroplasty Shows Less Blood Loss but a Higher Rate of Aseptic Loosening Compared With Cementless Fixation: An Updated Meta-Analysis of Comparative Studies.,7,0.4305617690100514,Systematic Reviews and Meta-Analyses
7891,35314290,2022,The Journal of arthroplasty,Adverse Events Associated With Robotic-Assisted Joint Arthroplasty: An Analysis of the US Food and Drug Administration MAUDE Database.,-1,0.0397865889160198,
7892,35307528,2022,The Journal of arthroplasty,Extended Oral Antibiotic Prophylaxis After Aseptic Revision TKA: Does It Decrease Infection Risk?,-1,0.1226033552652728,
7893,35307529,2022,The Journal of arthroplasty,"The National Trend in Arthroplasty Surgery Location and the Economic Impact on Surgeons, Hospitals and ASCs.",15,0.3500704192412106,Medicare Reimbursement and Bundled Payments
7894,35307530,2022,The Journal of arthroplasty,How Much Hip Motion Is Used in Real-Life Activities? Assessment of Hip Flexion by a Wearable Sensor and Implications After Total Hip Arthroplasty.,8,0.1378473742890147,"Knee Kinematics, Gap Balancing, and ROM"
7895,35307531,2022,The Journal of arthroplasty,The Length of Diaphyseal Contact of Tapered Fluted Stems is Highly Dependent on Canal Morphology.,24,1.0,Biomechanical Testing and Implant Stability
7896,35307532,2022,The Journal of arthroplasty,Preoperative Severe Acute Respiratory Syndrome Coronavirus 2 Polymerase Chain Reaction Test at Between 48 and 72 Hours Preoperatively is Safe for Patients Undergoing Primary and Revision Hip and Knee Arthroplasty: A Multicentre International Study.,-1,0.0540346494590927,
7897,35314093,2022,The Journal of arthroplasty,A Cadaveric Study Addressing the Feasibility of Remote Patient Monitoring Prosthesis for Total Knee Arthroplasty.,8,0.5774985607376483,"Knee Kinematics, Gap Balancing, and ROM"
7898,35314283,2022,The Journal of arthroplasty,Systematic Review and Meta-Analysis of Intrawound Vancomycin in Total Hip and Total Knee Arthroplasty: A Continued Call for a Prospective Randomized Trial.,7,1.0,Systematic Reviews and Meta-Analyses
7899,35314284,2022,The Journal of arthroplasty,"Psoriasis and Post-Surgical Infections in Primary Total Knee Arthroplasty: An Analysis of 10,727 Patients.",-1,0.1136469320995796,
7900,35314286,2022,The Journal of arthroplasty,The Hip and Femur Fracture Bundle: Preliminary Findings From a Tertiary Hospital.,15,0.1189453337642102,Medicare Reimbursement and Bundled Payments
7901,35314287,2022,The Journal of arthroplasty,A Comparison of Component Positioning Between Fluoroscopy-Assisted and Robotic-Assisted Total Hip Arthroplasty.,-1,0.0597828402657681,
7902,35314288,2022,The Journal of arthroplasty,High Mortality After Total Knee Arthroplasty Periprosthetic Joint Infection is Related to Preoperative Morbidity and the Disease Process but Not Treatment.,-1,0.041739337245913,
7903,35367335,2022,The Journal of arthroplasty,Navigated and Robot-Assisted Technology in Total Knee Arthroplasty: Do Outcome Differences Achieve Minimal Clinically Important Difference?,-1,0.0269004240220336,
7904,35598760,2022,The Journal of arthroplasty,Impact of COVID-19 Protocols on Primary and Revision Total Hip Arthroplasty.,-1,0.0599157862373984,
7905,35314289,2022,The Journal of arthroplasty,Can We Predict Fracture When Using a Short Cementless Femoral Stem in the Anterior Approach?,-1,0.0473184281232387,
7906,35661697,2022,The Journal of arthroplasty,Use of Supplemental Home Oxygen is Associated With Early Postoperative Complications Following Total Knee Arthroplasty.,6,0.1980488835649026,Observational Study Design and Statistical Methods
7907,35526755,2022,The Journal of arthroplasty,Neighborhood Socioeconomic Disadvantage Associated With Increased Healthcare Utilization After Total Hip Arthroplasty.,-1,0.0497661483903099,
7908,35526756,2022,The Journal of arthroplasty,Factors Associated With Abnormal Joint Contact Pressure After Periacetabular Osteotomy: A Finite-Element Analysis.,8,0.058761042714706,"Knee Kinematics, Gap Balancing, and ROM"
7909,35533820,2022,The Journal of arthroplasty,Making a Joint Decision Regarding the Timing of Surgery for Elective Arthroplasty Surgery After Being Infected With COVID-19: A Systematic Review.,-1,0.2157617146860785,
7910,35533821,2022,The Journal of arthroplasty,Blood Transfusion can be Avoided in Single-Anesthetic Bilateral Total Knee Arthroplasty.,76,1.0,Blood Loss and Transfusion Management (Hgb)
7911,35533822,2022,The Journal of arthroplasty,Impact of Component Alignment and Soft Tissue Release on 2-Year Outcomes in Total Knee Arthroplasty.,79,1.0,KOOS Outcomes After Simultaneous Bilateral TKA
7912,35533823,2022,The Journal of arthroplasty,The Fate and Relevance of the Patella in Two-Stage Revision Total Knee Arthroplasty for Periprosthetic Joint Infection.,10,0.2117708792011111,Aseptic Loosening of Hip and Knee Implants
7913,35533824,2022,The Journal of arthroplasty,"Is There Harm in Debridement, Antibiotics, and Implant Retention Versus Two-Stage Revision in the Treatment of Periprosthetic Knee Infection? Experiences Within a Large US Health Care System.",3,0.0285176270936303,Periprosthetic Joint Infection Diagnosis and Treatment
7914,35533825,2022,The Journal of arthroplasty,"Trends in Revenue, Cost, and Contribution Margin for Total Joint Arthroplasty 2011-2021.",-1,0.0846174919079521,
7915,35537609,2022,The Journal of arthroplasty,Emerging Racial Disparities in Outpatient Utilization of Total Joint Arthroplasty.,-1,0.0579769827764527,
7916,35307527,2022,The Journal of arthroplasty,"Lower Rates of Ceramic Femoral Head Use in Non-White Patients in the United States, a National Registry Study.",6,0.1975229832527233,Observational Study Design and Statistical Methods
7917,35307526,2022,The Journal of arthroplasty,Inter-Rater Reliability of Clinical Testing for Laxity After Knee Arthroplasty.,51,0.0744287636335144,Soft Tissue Balancing and Ligament Release in TKA
7918,35307241,2022,The Journal of arthroplasty,The Significance of Race/Ethnicity and Income in Predicting Preoperative Patient-Reported Outcome Measures in Primary Total Joint Arthroplasty.,-1,0.04050771727705,
7919,35241320,2022,The Journal of arthroplasty,Anterior-Based Approaches to Total Hip Arthroplasty: Beyond the Learning Curve.,45,0.1747212282648256,Direct Anterior Approach Total Hip Arthroplasty
7920,35732511,2022,The Journal of arthroplasty,2022 American College of Rheumatology/American Association of Hip and Knee Surgeons Guideline for the Perioperative Management of Antirheumatic Medication in Patients With Rheumatic Diseases Undergoing Elective Total Hip or Total Knee Arthroplasty.,80,1.0,"Opioid Use, Prescription Patterns, and Stewardship (Efficacy Safety)"
7921,35526754,2022,The Journal of arthroplasty,"Long-Term Clinical Performance of an Uncemented, Mobile Bearing, Anterior Stabilized Knee System and the Impact of Previous Knee Surgery.",-1,0.0804749128524534,
7922,35709909,2022,The Journal of arthroplasty,Total Hip Arthroplasties for Hartofilakidis Type C1 and C2 High Hip Dislocations Demonstrate Similar Survivorship and Clinical Function at Minimum 10-year Follow-up With Cementless Implants.,-1,0.0208198243626304,
7923,35240279,2022,The Journal of arthroplasty,A Mid-Level Constrained Insert Reduces Coupled Axial Rotation but Not Coronal Mid-Flexion Laxity Induced by Joint Line Elevation in Posterior-Stabilized Total Knee Arthroplasty: A Computational Study.,-1,0.0908363240288383,
7924,35240280,2022,The Journal of arthroplasty,Posterior Tibial Slope in Computer-Navigated Total Knee Arthroplasty: The Transmalleolar Sagittal Axis Underestimates Slope Compared to Traditional Intramedullary Axis.,1,0.253765036790437,Acetabular Cup Orientation and Component Positioning
7925,35240281,2022,The Journal of arthroplasty,Mid-Term Survival of Total Hip Arthroplasty in Patients Younger Than 55-year-old.,36,0.0912749399894498,Periprosthetic Fracture Treatment and Fixation
7926,35240282,2022,The Journal of arthroplasty,"The Effect of Preoperative Tramadol Use on Postoperative Opioid Prescriptions After Primary Total Hip and Knee Arthroplasty: An Institutional Experience of 11,000 Patients.",34,1.0,"Opioid Use, Prescription Patterns, and Stewardship"
7927,35240283,2022,The Journal of arthroplasty,"Combinations of Preoperative Patient-Reported Outcome Measure Phenotype (Pain, Function, and Mental Health) Predict Outcome After Total Knee Arthroplasty.",4,0.0605163077002251,KOOS and Knee-Specific PROMs
7928,35240284,2022,The Journal of arthroplasty,Magnetic Resonance Imaging Synovial Classification Is Associated With Revision Indication and Polyethylene Insert Damage.,-1,0.0302854224918074,
7929,35240285,2022,The Journal of arthroplasty,Comparison of Anterior-Posterior Axis Versus Transepicondylar Axis in Patients Undergoing Simultaneous Bilateral Total Knee Arthroplasty: One Technique per Knee.,56,0.1129331507555547,Tibial Mechanical Axis and Varus-Valgus Alignment
7930,35240286,2022,The Journal of arthroplasty,Inhospital Complications and Costs of Simultaneous Bilateral Total Knee Arthroplasty: The Case for Selection and Potential Cost Savings.,6,0.0864020325513827,Observational Study Design and Statistical Methods
7931,35241319,2022,The Journal of arthroplasty,Frank Stinchfield Award: Does Bariatric Surgery Prior to Primary Total Hip Arthroplasty Really Improve Outcomes?,-1,0.0490833759348139,
7932,35241321,2022,The Journal of arthroplasty,Elective Total Hip Arthroplasties in Nonagenarians-Age Does Matter: A National Surgical Quality Improvement Program Study.,-1,0.074703290936719,
7933,35738361,2022,The Journal of arthroplasty,Revision Total Hip Arthroplasty for Aseptically Failed Metal-On-Metal Hip Resurfacing Arthroplasty.,-1,0.0763013299327807,
7934,35245689,2022,The Journal of arthroplasty,A Ten-Year Radiostereometric Analysis of Polyethylene Wear Between Oxidized Zirconium and Cobalt Chrome Articulations in Total Hip Arthroplasty.,49,0.3379527323407871,Polyethylene Wear and Osteolysis
7935,35598761,2022,The Journal of arthroplasty,Long-Term Survivorship of Cemented and Uncemented Polyethylene Liner Exchange.,-1,0.0521542403629821,
7936,35246361,2022,The Journal of arthroplasty,High Survivorship of a Modular Titanium Baseplate Independent of Body Mass Index and Malalignment.,-1,0.036682361788998,
7937,35231563,2022,The Journal of arthroplasty,Chitranjan S. Ranawat Award: Motion During Total Knee Cementing Significantly Decreases Tibial Implant Fixation Strength.,24,1.0,Biomechanical Testing and Implant Stability
7938,35525419,2022,The Journal of arthroplasty,Drivers of Unequal Healthcare Costs in the Nonoperative Treatment of Late-Stage Knee Osteoarthritis Prior to Primary Total Knee Arthroplasty.,27,1.0,Medicare Reimbursement and Bundled Payments (Costs)
7939,35738359,2022,The Journal of arthroplasty,Impact of Indication for Revision THA on Resource Utilization.,-1,0.0448792743577249,
7940,35525417,2022,The Journal of arthroplasty,No Difference in Revision Rate Between Low Viscosity and High Viscosity Cement Used in Primary Total Knee Arthroplasty.,35,1.0,Registry-Based Revision Risk and Implant Survivorship
7941,35598763,2022,The Journal of arthroplasty,"RAPT Scores Predict Inpatient Versus Outpatient Status and Readmission Rates After IPO Changes for Total Joint Arthroplasty: An Analysis of 12,348 Cases.",-1,0.0631206223462342,
7942,35605764,2022,The Journal of arthroplasty,Measurement Techniques for Leg Length Discrepancy in Total Hip Arthroplasty: A Systematic Review of Reliability and Validity.,-1,0.0245786506227791,
7943,35525418,2022,The Journal of arthroplasty,Disease Progression After Unicompartmental Arthroplasty: Add a Compartment or Revise to Total Knee Arthroplasty?,-1,0.0360423174596059,
7944,35609847,2022,The Journal of arthroplasty,Biologic Therapies for the Treatment of Knee Osteoarthritis: An Updated Systematic Review.,-1,0.0046980266883662,
7945,35618215,2022,The Journal of arthroplasty,Comparison of Survival Rate and Outcomes Between Conventional and Navigation-Assisted Primary Total Knee Arthroplasty in Severe Varus Knees: A Minimum 10-Year Follow-Up.,-1,0.0121226921991258,
7946,35643259,2022,The Journal of arthroplasty,The Functional Mechanics of the Acetabular Component in Total Hip Arthroplasty.,-1,0.0632648701838895,
7947,35644459,2022,The Journal of arthroplasty,An Analysis of a National Administrative Dataset Demonstrating No Evidence of Increase in Elective Primary Total Hip Arthroplasty Dislocation Rates When Postoperative Hip Precautions are Not Used.,35,0.0251173750335419,Registry-Based Revision Risk and Implant Survivorship
7948,35644460,2022,The Journal of arthroplasty,Comparison of Patient-Reported Outcomes and Functional Assessment Using a Marker-Less Image Capture System in End-Stage Knee Arthritis.,4,0.1177100508199738,KOOS and Knee-Specific PROMs
7949,35644461,2022,The Journal of arthroplasty,Does Body Mass Index Influence the Outcomes and Survivorship of Modern Cementless Total Knee Arthroplasty?,-1,0.0470523638417234,
7950,35660197,2022,The Journal of arthroplasty,COVID-19 Infection After Total Joint Arthroplasty Is Associated With Increased Complications.,6,0.1522823773728182,Observational Study Design and Statistical Methods
7951,35537613,2022,The Journal of arthroplasty,The Utilization of Postoperative Inpatient Ultrasound for Lower Extremity Deep Venous Thrombosis Following Total Hip Arthroplasty has Decreased Dramatically Over the Past Decade With No Obvious Negative Impact on Patient Care.,-1,0.0389903392849089,
7952,35537611,2022,The Journal of arthroplasty,Pin-Related Complications in Computer Navigated and Robotic-Assisted Knee Arthroplasty: A Systematic Review.,-1,0.0367576644541798,
7953,35460813,2022,The Journal of arthroplasty,Differing Microorganism Profile in Early and Late Prosthetic Joint Infections Following Primary Total Knee Arthroplasty - Implications for Empiric Antibiotic Treatment.,-1,0.0286969357748955,
7954,35490981,2022,The Journal of arthroplasty,"Clinical Outcomes, Metal Ion Levels, Lymphocyte Profiles, and Implant Survival Following Five Different Bearings of Total Hip Arthroplasty: A Mean 10-year Follow-up Study.",-1,0.0755141624369555,
7955,35469985,2022,The Journal of arthroplasty,No Correlation Between Clinical Outcomes and Changes in the Tibia-Metaphyseal Angle Following Total Knee Arthroplasty: A Retrospective Study.,30,0.1071446434861875,Unicompartmental Knee Arthroplasty Functional Outcomes
7956,35649465,2022,The Journal of arthroplasty,Effect of an Endoprosthetic Reconstruction Tube and Medial Gastrocnemius Flap on Extensor Mechanism Function After Oncologic Prosthesis Reconstruction of the Proximal Tibia.,-1,0.0586444872379918,
7957,35469987,2022,The Journal of arthroplasty,The Impact of Changing Total Knee Arthroplasty Implants at a High-Volume Institution.,45,1.0,Direct Anterior Approach Total Hip Arthroplasty
7958,35469988,2022,The Journal of arthroplasty,A Modified Modular Stem in Primary Total Hip Arthroplasty for Developmental Dysplasia of the Hip: Average 11-year Follow-Up in Cases With Previously Reported 3-year Clinical Results.,-1,0.1506552241203559,
7959,35472436,2022,The Journal of arthroplasty,The Cost-Effectiveness of Extended Oral Antibiotic Prophylaxis for Infection Prevention After Total Joint Arthroplasty in High-Risk Patients.,32,0.1793631331993205,Cost-Effectiveness of Joint Arthroplasty
7960,35483607,2022,The Journal of arthroplasty,Acute Postoperative Anemia After Unilateral Primary Total Joint Arthroplasty: Restrictive Transfusion Thresholds are Safe for Discharge Regardless of Delta Hemoglobin.,-1,0.0825362397687962,
7961,35483608,2022,The Journal of arthroplasty,Early Outcome Trends of Unicompartmental Knee Arthroplasty in Patients With Morbid Obesity: A Potential for Outpatient Surgery.,-1,0.0352077646737215,
7962,35483609,2022,The Journal of arthroplasty,Antiviral Treatment for Hepatitis C Is Associated With a Reduced Risk of Periprosthetic Joint Infection: A Meta-Analysis of Observational Studies.,7,0.4873888969288252,Systematic Reviews and Meta-Analyses
7963,35487406,2022,The Journal of arthroplasty,Reliability and Validity of the Knee Injury and Osteoarthritis Outcome Score in Patients Undergoing Unicompartmental Knee Arthroplasty.,4,1.0,KOOS and Knee-Specific PROMs
7964,35490977,2022,The Journal of arthroplasty,Socioeconomic Disparities in the Utilization of Total Knee Arthroplasty.,6,0.1281710191993194,Observational Study Design and Statistical Methods
7965,35537610,2022,The Journal of arthroplasty,The Efficacy of Platelet-Rich Plasma for the Treatment of Knee Osteoarthritis Symptoms and Structural Changes: A Systematic Review and Meta-Analysis.,-1,0.0045223773836027,
7966,35490978,2022,The Journal of arthroplasty,Impaction Bone Grafting Augmented With a Wire Coil by the Lightbulb Technique for Osteonecrosis of the Femoral Head.,37,0.1450555571939302,Femoral Head Collapse and Osteonecrosis
7967,35490979,2022,The Journal of arthroplasty,Validation of Single-Outcome Questionnaire in Primary TKA and THA.,4,1.0,KOOS and Knee-Specific PROMs
7968,35490980,2022,The Journal of arthroplasty,Significant Reduction in Short-Term Complications Following Unicompartmental Versus Total Knee Arthroplasty: A Propensity Score Matched Analysis.,-1,0.100286528674973,
7969,35469986,2022,The Journal of arthroplasty,Cemented Femoral Fixation in a High-Risk Cohort Diminishes Risk of Early Postoperative Periprosthetic Fracture.,-1,0.0164583870818341,
7970,35504445,2022,The Journal of arthroplasty,"A Novel Method for Stratification of Major Complication Risk Using Body Mass Index Thresholds for Patients Undergoing Total Hip Arthroplasty: A National Cohort of 224,413 Patients.",-1,0.0366097150039894,
7971,36328103,2023,The Journal of arthroplasty,Long-Term Results (Minimum of 20 Years) of a Pure Proximal-Loading Metaphyseal-Fitting Anatomic Cementless Stem Without Distal Stem Fixation in Hip Arthroplasty.,12,0.0638195734635578,Ceramic-on-Ceramic Bearings and Fracture
7972,36496045,2023,The Journal of arthroplasty,Short Course of Oral Antibiotic Treatment After Two-Stage Exchange Arthroplasty Appears to Decrease Early Reinfection.,3,0.1215964087149185,Periprosthetic Joint Infection Diagnosis and Treatment
7973,36280158,2023,The Journal of arthroplasty,Intraosseous Regional Administration of Antibiotic Prophylaxis for Total Knee Arthroplasty: A Systematic Review.,0,0.0570037975877376,Tranexamic Acid and Perioperative Blood Management
7974,36280160,2023,The Journal of arthroplasty,External Validation of Natural Language Processing Algorithms to Extract Common Data Elements in THA Operative Notes.,72,1.0,Deep Learning and Computer Vision in Arthroplasty
7975,36273712,2023,The Journal of arthroplasty,Postoperative Delirium in Patients Receiving Hip Bipolar Hemiarthroplasty for Displaced Femoral Neck Fractures: The Risk Factors and Further Clinical Outcomes.,-1,0.0432066679737095,
7976,36280159,2023,The Journal of arthroplasty,"Optimized Tourniquet Use in Primary Total Knee Arthroplasty: A Comparative, Prospective, and Randomized Study.",0,0.0724435566779204,Tranexamic Acid and Perioperative Blood Management
7977,36328104,2023,The Journal of arthroplasty,A Systematic Review of the Efficacy and Safety of Ketamine in Total Joint Arthroplasty.,80,1.0,"Opioid Use, Prescription Patterns, and Stewardship (Efficacy Safety)"
7978,36309144,2023,The Journal of arthroplasty,Survivorship of 500 Cementless Total Knee Arthroplasties in Patients Under 55 Years of Age.,10,1.0,Aseptic Loosening of Hip and Knee Implants
7979,36283514,2023,The Journal of arthroplasty,Periprosthetic Femoral Fractures in Cementless Short Versus Straight Stem Total Hip Arthroplasty: A Propensity Score Matched Analysis.,-1,0.096419509865985,
7980,36283515,2023,The Journal of arthroplasty,The Influence of Dorr Type and Femoral Fixation on Outcomes Following Total Hip Arthroplasty for Acute Femoral Neck Fractures: A Multicenter Study.,36,1.0,Periprosthetic Fracture Treatment and Fixation
7981,36307051,2023,The Journal of arthroplasty,Concurrent Hardware Removal is Associated With Increased Odds of Infection Following Conversion Total Knee Arthroplasty.,5,0.3057331907020389,Periprosthetic Joint Infection Diagnosis and Treatment (Odds)
7982,36309143,2023,The Journal of arthroplasty,Does Generalized Joint Laxity Affect Postoperative Alignment and Clinical Outcomes Following Medial Opening-Wedge High Tibial Osteotomy?,63,1.0,Knee Flexion and Range of Motion After TKA
7983,36328102,2023,The Journal of arthroplasty,The Association of Postoperative Osteoporosis Therapy With Periprosthetic Fracture Risk in Patients Undergoing Arthroplasty for Femoral Neck Fractures.,5,0.4081413388574572,Periprosthetic Joint Infection Diagnosis and Treatment (Odds)
7984,36273711,2023,The Journal of arthroplasty,Comparison of Dislocation and Outcome Between Piriformis-Sparing and Conventional Posterior Approach After Bipolar Hemiarthroplasty for Femoral Neck Fracture in Patients Over 60 Years.,37,0.1188985253613651,Femoral Head Collapse and Osteonecrosis
7985,36280162,2023,The Journal of arthroplasty,Undersizing the Tibial Baseplate in Cementless Total Knee Arthroplasty has Only a Small Impact on Bone-Implant Interaction: A Finite Element Biomechanical Study.,24,1.0,Biomechanical Testing and Implant Stability
7986,36273710,2023,The Journal of arthroplasty,"Licensed and Liable. Insurance, Road Regulations, and Driving After Hip and Knee Arthroplasty Surgery.",41,0.2327772597124947,Online Research Quality and Surgical Training Surveys
7987,36481286,2023,The Journal of arthroplasty,In Vivo Performance of Vitamin E Stabilized Polyethylene Implants for Total Hip Arthroplasty: A Review.,-1,0.039674001756798,
7988,36272510,2023,The Journal of arthroplasty,Is Cementless Total Knee Arthroplasty Safe in Women Over 75 Y of Age?,-1,0.0818683161109586,
7989,36481284,2023,The Journal of arthroplasty,"The Diagnostic Accuracy of Neutrophils to Lymphocytes Ratio, Platelets to Lymphocytes Ratio, Monocytes to Lymphocytes Ratio, and Platelets to Mean Platelet Volume Ratio in Diagnosing Periprosthetic Knee Infections. Are Gender-Specific Cutoff Values Needed?",9,1.0,Periprosthetic Joint Infection Diagnosis and Treatment (Synovial)
7990,36280161,2023,The Journal of arthroplasty,Are Trends in Revision Total Joint Arthroplasty Sustainable? Declining Inflation-Adjusted Medicare Reimbursement for Hospitalizations.,15,0.2505345803262782,Medicare Reimbursement and Bundled Payments
7991,36481283,2023,The Journal of arthroplasty,How to Distinguish Correlation From Causation in Orthopaedic Research.,-1,0.0001731523287402,
7992,36481285,2023,The Journal of arthroplasty,A Validated Pre-operative Risk Prediction Tool for Extended Inpatient Length of Stay Following Primary Total Hip or Knee Arthroplasty.,48,1.0,Risk Assessment and Discharge Disposition Models
7993,36481287,2023,The Journal of arthroplasty,Nuts and Bolts of Patient-Reported Outcomes in Orthopaedics.,-1,0.0001751451196686,
7994,36481288,2023,The Journal of arthroplasty,Tumors Constitute a Majority of Total Knee Arthroplasty in Patients <21 Years Old: A United States Nationwide Analysis.,-1,0.0506902692869278,
7995,36493971,2023,The Journal of arthroplasty,Isolated Liner Exchange in Total Hip Arthroplasty at a Mean of 13 Years of Follow-up: Does Fixation Technique Matter?,-1,0.0873951001454477,
7996,36493972,2023,The Journal of arthroplasty,Prior Septic Arthritis Within One Year of Knee Arthroplasty is Associated With a High Risk for Infection.,5,0.0703581420823207,Periprosthetic Joint Infection Diagnosis and Treatment (Odds)
7997,36496044,2023,The Journal of arthroplasty,Accuracy of ICD-10 Coding for Femoral Head Bearing Surfaces in Hip Arthroplasty.,-1,0.0300677055843371,
7998,36356789,2023,The Journal of arthroplasty,Association Between Initial Prescription Size and Likelihood of Opioid Refill After Total Knee and Hip Arthroplasty.,-1,0.0299587302435771,
7999,36332890,2023,The Journal of arthroplasty,Reasons and Risk Factors for Failed Same-Day Discharge After Primary Total Knee Arthroplasty.,-1,0.0239312148935227,
8000,36328106,2023,The Journal of arthroplasty,Relationships Between Preoperative Mental Health and Improvements in Patient-Reported Outcomes After Total Hip and Knee Arthroplasty.,4,1.0,KOOS and Knee-Specific PROMs
8001,36328105,2023,The Journal of arthroplasty,Patients With Previous COVID-19 Infection Can Safely Undergo Primary Total Joint Arthroplasty.,-1,0.1477147771953586,
8002,36265721,2023,The Journal of arthroplasty,Comparisons of Different Bearing Surfaces in Cementless Total Hip Arthroplasty: A Systematic Review and Bayesian Network Analysis.,-1,0.0259287564524404,
8003,36265722,2023,The Journal of arthroplasty,Preoperative Bone Marrow Edema Negatively Impacts 10-Year Outcomes After Unicompartmental Knee Arthroplasty.,-1,0.1577653702955515,
8004,36272511,2023,The Journal of arthroplasty,Adverse Events After Total Hip Arthroplasty are not Sufficiently Characterized by 30-Day Follow-Up: A Database Study.,-1,0.0920928406212325,
8005,36496046,2023,The Journal of arthroplasty,Survival and Clinical Outcomes at 30 to 35 Years Following Primary Total Hip Arthroplasty With a Cementless Femoral Stem Fully Coated With Hydroxyapatite.,70,1.0,Femoral Stem Survival and Aseptic Loosening
8006,36529192,2023,The Journal of arthroplasty,Contralateral Total Hip Arthroplasty Staged Within Six Weeks Increases the Risk of Adverse Events Compared to Unilateral Surgery.,6,0.1128147358152368,Observational Study Design and Statistical Methods
8007,36496048,2023,The Journal of arthroplasty,The Role of Cryotherapy After Total Knee Arthroplasty: A Systematic Review.,80,1.0,"Opioid Use, Prescription Patterns, and Stewardship (Efficacy Safety)"
